hotel,city,room_type,season,day_of_week,is_holiday,is_weekend,occupancy,demand,booking_lead_time_days,competitor_price,room_price
Grand Palace,Bengaluru,Suite,Shoulder,Wednesday,0,0,48.75,52.67,72,9980.07,11771.11
Sunrise Hotel,Mumbai,Deluxe,Low,Tuesday,0,0,32.3,46.81,9,6552.03,6553.51
The Meridian,Bengaluru,Deluxe,High,Wednesday,1,0,58.48,60.44,25,9704.51,11798.56
Lakeside Inn,Jaipur,Suite,Low,Sunday,1,1,50.29,58.67,50,7967.86,9374.93
Sunrise Hotel,Goa,Suite,Shoulder,Friday,0,0,23.99,32.86,56,9437.7,11272.41
Sunrise Hotel,Hyderabad,Executive,Shoulder,Thursday,0,0,24.87,45.19,45,6286.37,6853.15
Royal Residency,Bengaluru,Deluxe,High,Friday,0,0,48.66,65.27,32,9073.99,11071.92
Grand Palace,Goa,Deluxe,High,Thursday,1,0,65.89,93.88,49,10833.19,12221.72
Grand Palace,Goa,Standard,Shoulder,Thursday,0,0,37.66,36.64,10,5863.0,5156.68
Lakeside Inn,Delhi,Standard,High,Sunday,0,1,69.99,70.47,48,5654.21,6393.89
Lakeside Inn,Bengaluru,Deluxe,Shoulder,Monday,0,0,60.52,62.63,59,5337.85,6614.21
Sunrise Hotel,Hyderabad,Standard,Shoulder,Sunday,0,1,90.68,80.27,50,6224.25,6648.49
City View,Bengaluru,Executive,High,Tuesday,0,0,52.51,69.65,29,8849.54,10965.31
Royal Residency,Goa,Deluxe,High,Friday,0,0,54.71,59.45,29,9310.62,10701.1
Royal Residency,Hyderabad,Deluxe,Peak,Thursday,0,0,42.62,66.38,12,8884.08,10713.5
Sunrise Hotel,Jaipur,Standard,Low,Sunday,0,1,21.97,29.2,31,3753.42,2375.5
The Meridian,Delhi,Standard,High,Sunday,0,1,34.44,60.01,42,8713.19,8487.89
City View,Goa,Standard,High,Friday,0,0,58.51,64.42,46,7105.44,7304.39
Sunrise Hotel,Mumbai,Standard,Peak,Friday,0,0,54.23,70.47,38,8038.46,9342.6
City View,Mumbai,Standard,Low,Thursday,0,0,23.51,53.73,1,5076.99,3536.37
City View,Delhi,Deluxe,High,Saturday,0,1,50.77,70.27,19,8245.19,10127.44
City View,Jaipur,Executive,High,Wednesday,0,0,61.26,52.84,48,7497.05,9868.44
Sunrise Hotel,Goa,Executive,Shoulder,Tuesday,0,0,44.92,49.78,66,7920.15,8802.53
Royal Residency,Bengaluru,Deluxe,Shoulder,Tuesday,0,0,73.35,80.07,22,7771.39,8524.99
Royal Residency,Delhi,Standard,Shoulder,Saturday,0,1,42.71,50.56,92,5343.61,5490.56
City View,Jaipur,Suite,High,Monday,0,0,51.44,64.94,29,8298.8,11427.58
The Meridian,Bengaluru,Executive,Peak,Saturday,0,1,77.94,94.86,31,14382.33,17661.94
Grand Palace,Mumbai,Standard,High,Monday,0,0,47.55,55.0,16,7590.07,7346.98
Sunrise Hotel,Mumbai,Deluxe,High,Monday,0,0,55.3,80.82,23,8477.68,9647.66
Grand Palace,Bengaluru,Standard,Shoulder,Saturday,0,1,34.6,32.89,8,6303.52,6111.63
The Meridian,Delhi,Suite,Low,Tuesday,0,0,43.44,39.29,27,10368.91,11520.25
Sunrise Hotel,Mumbai,Executive,Low,Wednesday,0,0,31.36,40.64,98,7083.45,7514.68
City View,Goa,Standard,Shoulder,Tuesday,0,0,33.4,47.12,37,4292.73,3762.42
Royal Residency,Hyderabad,Executive,Shoulder,Sunday,0,1,15.05,27.4,10,6984.46,7641.82
Grand Palace,Bengaluru,Deluxe,Low,Tuesday,0,0,70.02,63.94,31,7297.56,8153.28
Lakeside Inn,Bengaluru,Executive,Shoulder,Tuesday,0,0,37.13,50.8,43,6341.1,6556.01
Lakeside Inn,Mumbai,Deluxe,Shoulder,Saturday,0,1,64.52,70.72,31,7826.29,8831.37
The Meridian,Delhi,Suite,Shoulder,Saturday,0,1,61.72,77.58,11,12503.06,14293.72
City View,Goa,Standard,Shoulder,Sunday,0,1,34.16,44.63,31,4939.89,5227.33
Grand Palace,Delhi,Standard,Low,Sunday,0,1,10.0,20.08,39,3702.9,2403.79
City View,Jaipur,Standard,Peak,Saturday,0,1,71.52,99.05,57,8513.66,10182.1
Grand Palace,Jaipur,Executive,Peak,Tuesday,0,0,63.97,68.99,65,10847.18,13104.29
The Meridian,Hyderabad,Suite,High,Wednesday,0,0,28.72,47.14,47,11816.0,13326.17
The Meridian,Mumbai,Suite,Low,Monday,0,0,48.14,53.07,57,11003.42,13079.93
Lakeside Inn,Mumbai,Executive,High,Friday,0,0,80.85,97.49,17,10677.99,12619.87
City View,Mumbai,Standard,High,Monday,0,0,57.94,61.48,51,6777.85,6693.59
Sunrise Hotel,Hyderabad,Standard,High,Sunday,1,1,71.24,94.32,63,6624.21,7813.14
Lakeside Inn,Jaipur,Standard,Low,Sunday,0,1,44.56,41.17,11,3406.88,2519.15
City View,Delhi,Standard,High,Monday,0,0,30.88,39.39,55,4932.0,4583.47
Lakeside Inn,Hyderabad,Standard,High,Friday,0,0,88.07,75.8,70,5500.95,7136.4
Sunrise Hotel,Hyderabad,Deluxe,High,Tuesday,0,0,41.79,70.65,51,7624.13,8672.38
Royal Residency,Delhi,Standard,High,Wednesday,0,0,70.6,56.48,24,6154.6,6576.58
Royal Residency,Mumbai,Standard,Shoulder,Wednesday,0,0,55.22,68.89,57,5216.29,5531.18
Royal Residency,Goa,Standard,Shoulder,Monday,0,0,18.87,20.3,50,4421.37,3095.45
Royal Residency,Delhi,Standard,Low,Friday,0,0,16.74,27.78,26,4058.78,3565.61
Grand Palace,Jaipur,Executive,High,Sunday,0,1,37.94,65.4,143,9554.03,10665.13
Royal Residency,Bengaluru,Suite,Low,Thursday,0,0,27.52,40.01,8,7884.43,9341.13
Sunrise Hotel,Bengaluru,Executive,Shoulder,Tuesday,1,0,56.63,73.51,44,8062.41,8697.78
The Meridian,Hyderabad,Standard,Shoulder,Monday,0,0,39.29,45.69,5,7042.82,5988.1
The Meridian,Bengaluru,Standard,Shoulder,Wednesday,0,0,45.9,42.3,41,6009.5,6513.36
Grand Palace,Goa,Suite,Low,Sunday,0,1,32.43,37.22,27,9793.53,11540.99
Royal Residency,Mumbai,Standard,High,Saturday,0,1,74.42,88.21,63,8547.23,10070.1
Royal Residency,Jaipur,Standard,High,Saturday,0,1,50.66,57.09,31,7354.42,7700.01
Royal Residency,Goa,Standard,Low,Friday,0,0,10.0,27.16,52,4056.86,2589.24
Lakeside Inn,Jaipur,Standard,Low,Friday,0,0,15.68,39.4,29,3175.29,2217.69
City View,Jaipur,Standard,Low,Monday,0,0,23.8,47.28,46,2793.05,2053.66
Lakeside Inn,Mumbai,Standard,Peak,Thursday,0,0,47.86,62.92,75,6979.02,8162.13
City View,Hyderabad,Deluxe,Shoulder,Wednesday,0,0,26.3,54.9,41,5316.86,5720.6
Royal Residency,Bengaluru,Standard,Shoulder,Monday,0,0,26.75,41.04,22,4274.3,3474.29
Royal Residency,Mumbai,Standard,Low,Thursday,0,0,35.3,59.74,27,4799.27,4468.12
Lakeside Inn,Goa,Suite,High,Sunday,0,1,70.54,80.07,5,11258.46,14181.02
Lakeside Inn,Hyderabad,Standard,Peak,Friday,0,0,84.8,98.08,59,6873.35,9419.65
City View,Goa,Standard,High,Saturday,0,1,51.78,66.81,24,6708.05,7901.44
The Meridian,Hyderabad,Suite,High,Tuesday,0,0,42.35,74.82,38,12970.07,14636.42
City View,Goa,Standard,Low,Sunday,0,1,22.22,29.98,4,4617.46,3832.3
Lakeside Inn,Mumbai,Standard,Low,Saturday,0,1,81.58,95.48,32,7445.34,6960.78
Sunrise Hotel,Hyderabad,Deluxe,Low,Wednesday,0,0,54.12,56.12,73,6030.08,6012.66
Lakeside Inn,Hyderabad,Standard,Shoulder,Wednesday,0,0,51.03,40.85,41,2748.2,2536.69
Sunrise Hotel,Jaipur,Deluxe,Low,Saturday,0,1,53.31,51.37,148,5255.39,6240.72
Grand Palace,Jaipur,Suite,Shoulder,Sunday,0,1,43.91,51.54,24,10146.85,11330.79
Lakeside Inn,Delhi,Standard,Shoulder,Saturday,0,1,63.37,80.76,40,4622.98,5461.33
Grand Palace,Goa,Deluxe,Peak,Thursday,0,0,62.75,85.58,35,11482.06,14044.45
The Meridian,Jaipur,Deluxe,High,Monday,0,0,60.13,56.79,60,9736.49,10700.16
City View,Delhi,Standard,High,Friday,1,0,45.66,53.66,34,5860.37,6281.32
Sunrise Hotel,Jaipur,Deluxe,High,Thursday,0,0,71.7,79.75,23,7723.01,9459.37
City View,Goa,Standard,Low,Tuesday,0,0,40.62,56.74,38,3818.01,3805.12
Grand Palace,Hyderabad,Deluxe,High,Saturday,0,1,55.56,82.89,42,10146.63,11851.41
Sunrise Hotel,Bengaluru,Standard,Shoulder,Tuesday,1,0,38.5,51.83,54,4565.03,4797.58
City View,Goa,Deluxe,High,Tuesday,0,0,45.19,58.81,42,8834.93,8852.48
Lakeside Inn,Mumbai,Standard,Shoulder,Thursday,0,0,58.16,68.59,92,3729.31,4328.65
Royal Residency,Jaipur,Suite,Peak,Friday,0,0,72.9,97.9,121,13629.55,16840.0
Grand Palace,Jaipur,Standard,Shoulder,Sunday,0,1,52.7,63.96,25,6251.21,6079.77
City View,Hyderabad,Standard,Shoulder,Wednesday,0,0,59.81,58.58,64,3911.11,4071.96
Grand Palace,Mumbai,Deluxe,Peak,Monday,0,0,45.84,76.31,55,10302.19,12139.66
Grand Palace,Hyderabad,Deluxe,Low,Wednesday,0,0,10.0,25.82,6,5137.55,4752.07
Sunrise Hotel,Mumbai,Deluxe,High,Friday,0,0,52.87,49.28,81,8391.76,9653.23
Sunrise Hotel,Bengaluru,Deluxe,High,Wednesday,0,0,50.18,79.05,19,8197.48,9757.22
Royal Residency,Jaipur,Suite,High,Saturday,0,1,70.68,90.83,18,12465.87,15437.0
Lakeside Inn,Jaipur,Suite,Peak,Saturday,0,1,86.25,97.76,41,13247.23,17108.41
Grand Palace,Bengaluru,Standard,Peak,Thursday,0,0,63.24,77.84,53,8794.87,9967.75
City View,Delhi,Deluxe,Low,Tuesday,0,0,48.7,60.28,52,6058.61,6198.17
The Meridian,Hyderabad,Suite,High,Friday,1,0,58.28,70.19,37,13154.47,15496.3
Grand Palace,Bengaluru,Executive,High,Friday,0,0,83.98,71.7,35,10812.0,13882.51
Grand Palace,Hyderabad,Executive,High,Wednesday,0,0,67.12,60.13,35,9402.01,11195.01
Royal Residency,Goa,Standard,Low,Thursday,0,0,17.83,30.21,35,4671.35,3458.54
Lakeside Inn,Jaipur,Standard,High,Wednesday,1,0,78.65,83.1,44,5801.07,6697.81
The Meridian,Hyderabad,Deluxe,Peak,Wednesday,0,0,79.55,90.85,65,12318.63,13957.03
Sunrise Hotel,Mumbai,Deluxe,Peak,Friday,0,0,81.8,100.0,58,11451.46,13468.69
Sunrise Hotel,Hyderabad,Deluxe,Shoulder,Wednesday,0,0,30.85,48.7,62,4355.52,5389.59
City View,Goa,Deluxe,Low,Tuesday,0,0,29.38,30.33,48,5729.57,5522.96
The Meridian,Jaipur,Suite,Shoulder,Wednesday,0,0,30.07,40.4,54,9477.43,11352.93
Sunrise Hotel,Bengaluru,Standard,High,Tuesday,0,0,46.3,61.1,41,5665.31,6062.38
City View,Goa,Suite,High,Friday,0,0,45.69,65.08,55,10551.71,13464.6
Lakeside Inn,Jaipur,Standard,Shoulder,Thursday,0,0,52.3,51.59,44,4120.08,3146.73
City View,Hyderabad,Standard,Low,Saturday,0,1,41.59,60.08,6,4640.64,4290.27
Sunrise Hotel,Delhi,Deluxe,Shoulder,Tuesday,0,0,38.2,55.88,11,6009.16,6603.01
Royal Residency,Delhi,Suite,Shoulder,Thursday,0,0,46.95,47.76,36,9760.24,10905.6
Royal Residency,Mumbai,Standard,Peak,Thursday,0,0,32.87,41.85,13,7854.02,8500.11
Royal Residency,Jaipur,Standard,High,Tuesday,0,0,53.09,66.18,40,6172.36,6477.72
Sunrise Hotel,Delhi,Executive,Shoulder,Friday,0,0,48.22,46.21,50,7545.31,8521.97
Royal Residency,Bengaluru,Standard,Shoulder,Monday,0,0,56.35,52.7,53,4622.7,4644.65
The Meridian,Jaipur,Deluxe,Low,Thursday,0,0,11.47,39.94,36,6690.02,6893.82
Lakeside Inn,Bengaluru,Deluxe,Peak,Thursday,1,0,67.7,84.13,51,9626.93,11879.66
City View,Bengaluru,Deluxe,Shoulder,Friday,0,0,29.18,52.79,63,6465.62,7510.47
City View,Delhi,Deluxe,Shoulder,Friday,0,0,31.19,42.76,67,5154.97,6254.15
Sunrise Hotel,Jaipur,Standard,Shoulder,Wednesday,0,0,44.59,54.46,65,4384.5,3375.81
Royal Residency,Hyderabad,Deluxe,High,Friday,0,0,48.92,63.98,44,8507.75,9395.52
Royal Residency,Goa,Standard,High,Thursday,0,0,43.21,65.19,20,8196.68,7993.3
Grand Palace,Delhi,Deluxe,High,Tuesday,0,0,10.0,22.08,11,7293.71,7348.94
Lakeside Inn,Delhi,Standard,Shoulder,Monday,0,0,31.05,28.99,36,2033.02,1892.18
The Meridian,Hyderabad,Deluxe,Shoulder,Sunday,0,1,47.35,39.02,33,7260.26,8578.93
City View,Jaipur,Standard,Low,Wednesday,0,0,18.78,48.03,64,3699.94,2159.93
Grand Palace,Jaipur,Standard,High,Sunday,0,1,71.18,90.8,23,7949.49,9361.84
Grand Palace,Bengaluru,Standard,Low,Tuesday,0,0,42.86,43.34,45,4227.36,4391.11
Sunrise Hotel,Hyderabad,Standard,High,Monday,0,0,61.07,74.88,6,5746.82,5941.53
City View,Hyderabad,Suite,Peak,Monday,0,0,56.17,82.08,34,12406.9,14470.85
Sunrise Hotel,Jaipur,Standard,Peak,Monday,0,0,56.69,74.96,34,7485.86,8755.21
The Meridian,Bengaluru,Executive,Shoulder,Saturday,0,1,54.71,63.04,22,11149.98,12666.51
Grand Palace,Delhi,Executive,Shoulder,Tuesday,0,0,36.65,48.44,7,8005.86,8962.22
Grand Palace,Mumbai,Deluxe,Low,Wednesday,0,0,34.79,43.01,22,6578.8,6943.72
Lakeside Inn,Goa,Standard,High,Wednesday,0,0,55.96,68.48,93,7050.59,6822.79
The Meridian,Delhi,Standard,High,Monday,1,0,69.58,91.25,21,8767.88,10075.89
Grand Palace,Jaipur,Suite,Low,Tuesday,0,0,50.49,51.62,118,9368.63,10435.34
The Meridian,Goa,Standard,Shoulder,Saturday,0,1,42.83,58.05,24,8969.7,9238.64
City View,Mumbai,Standard,High,Monday,0,0,31.53,50.72,10,5727.87,5541.43
Royal Residency,Mumbai,Deluxe,Peak,Friday,0,0,98.0,92.82,22,11097.83,14228.34
Grand Palace,Bengaluru,Suite,Low,Sunday,0,1,28.17,35.3,22,8930.37,10707.92
Lakeside Inn,Goa,Suite,High,Wednesday,0,0,10.0,39.12,12,10023.76,11475.01
City View,Bengaluru,Standard,Low,Sunday,0,1,61.91,60.2,30,4547.23,4664.47
The Meridian,Delhi,Deluxe,Low,Thursday,0,0,39.3,32.67,16,7778.73,7939.11
Sunrise Hotel,Hyderabad,Standard,Peak,Monday,1,0,83.49,96.25,36,8631.34,9958.56
City View,Hyderabad,Standard,High,Friday,0,0,38.65,39.43,21,4701.15,4968.46
Grand Palace,Hyderabad,Executive,High,Wednesday,0,0,84.3,76.47,91,10675.92,12018.73
The Meridian,Goa,Standard,Low,Sunday,0,1,44.9,66.49,98,7365.5,6740.91
Royal Residency,Hyderabad,Standard,High,Saturday,0,1,62.55,74.65,167,7630.49,7305.19
City View,Delhi,Standard,Shoulder,Tuesday,0,0,32.49,15.61,48,3735.87,2881.69
Grand Palace,Bengaluru,Executive,Shoulder,Wednesday,0,0,38.93,20.87,53,7321.2,7278.11
Lakeside Inn,Goa,Suite,Shoulder,Sunday,0,1,44.19,58.36,40,8742.12,11623.61
Sunrise Hotel,Bengaluru,Deluxe,Low,Tuesday,0,0,54.33,41.74,23,5214.28,5582.28
The Meridian,Goa,Suite,High,Sunday,0,1,76.24,83.18,42,15590.07,17805.79
City View,Bengaluru,Standard,High,Tuesday,0,0,65.83,62.04,65,5578.38,5622.05
City View,Mumbai,Deluxe,Low,Saturday,1,1,57.58,60.83,58,7676.11,8507.89
Royal Residency,Bengaluru,Standard,Low,Saturday,0,1,20.3,21.03,35,3655.62,3190.34
Royal Residency,Hyderabad,Standard,Low,Monday,1,0,75.0,64.51,39,4247.94,4656.82
Lakeside Inn,Mumbai,Deluxe,Low,Monday,0,0,24.16,35.91,13,4709.85,4416.59
Sunrise Hotel,Bengaluru,Executive,High,Wednesday,0,0,66.11,57.43,38,9537.79,11004.76
Lakeside Inn,Goa,Standard,High,Saturday,0,1,68.19,58.02,17,6543.14,7414.16
Grand Palace,Goa,Standard,Low,Friday,0,0,32.85,23.43,56,4421.75,4348.67
Grand Palace,Goa,Standard,Low,Sunday,0,1,61.28,75.61,55,8018.24,7506.31
Lakeside Inn,Jaipur,Standard,High,Sunday,0,1,71.44,84.14,80,6047.15,7267.05
Sunrise Hotel,Delhi,Executive,High,Sunday,0,1,56.43,84.37,23,10047.48,12036.99
Lakeside Inn,Goa,Deluxe,Shoulder,Wednesday,0,0,29.89,41.97,5,5195.82,5967.56
Sunrise Hotel,Mumbai,Deluxe,Shoulder,Sunday,0,1,31.36,30.67,43,6489.41,6759.93
Sunrise Hotel,Goa,Suite,High,Thursday,0,0,61.52,92.43,51,12493.6,15094.09
The Meridian,Jaipur,Standard,Shoulder,Tuesday,0,0,38.77,50.91,48,5747.11,5834.63
Sunrise Hotel,Hyderabad,Deluxe,Low,Sunday,0,1,66.12,56.92,9,6292.61,6779.49
Royal Residency,Mumbai,Standard,High,Tuesday,0,0,45.99,57.97,105,5961.16,6738.38
Sunrise Hotel,Jaipur,Deluxe,High,Monday,1,0,45.08,42.38,58,6195.18,7242.73
Sunrise Hotel,Hyderabad,Executive,High,Sunday,0,1,78.63,88.98,57,10359.74,12370.22
Sunrise Hotel,Mumbai,Suite,High,Friday,0,0,36.44,48.19,59,10710.1,13199.0
Grand Palace,Bengaluru,Standard,High,Saturday,0,1,64.58,80.65,28,8250.81,9158.77
Royal Residency,Delhi,Suite,Low,Saturday,0,1,55.62,65.79,5,9993.21,11513.78
Royal Residency,Delhi,Standard,Shoulder,Monday,0,0,20.23,49.68,49,4321.36,3534.84
Lakeside Inn,Jaipur,Standard,Low,Thursday,0,0,51.77,51.58,35,3166.19,1765.66
The Meridian,Hyderabad,Standard,Low,Wednesday,0,0,51.17,63.85,71,6363.79,5799.96
Sunrise Hotel,Delhi,Standard,High,Wednesday,0,0,52.38,51.91,46,4788.73,5093.42
City View,Hyderabad,Deluxe,Peak,Friday,0,0,65.63,75.3,2,9154.91,12728.48
The Meridian,Hyderabad,Deluxe,Peak,Monday,0,0,55.65,69.85,22,10815.33,13187.74
The Meridian,Jaipur,Executive,High,Monday,0,0,32.52,37.25,11,9445.08,10813.41
Royal Residency,Jaipur,Deluxe,Low,Thursday,0,0,42.2,49.01,20,5815.69,6585.56
The Meridian,Jaipur,Deluxe,Low,Sunday,1,1,80.79,80.52,67,9055.94,10495.78
Sunrise Hotel,Delhi,Standard,High,Wednesday,0,0,68.09,82.27,56,5463.83,6320.15
Sunrise Hotel,Jaipur,Standard,High,Sunday,0,1,84.07,99.0,15,7726.44,8491.7
Grand Palace,Delhi,Deluxe,High,Monday,0,0,18.68,38.17,21,7644.99,8547.67
Sunrise Hotel,Jaipur,Standard,High,Sunday,0,1,78.09,95.8,55,6648.85,7606.55
Sunrise Hotel,Goa,Suite,High,Saturday,0,1,76.53,75.59,63,13024.12,15902.55
Royal Residency,Hyderabad,Standard,High,Friday,0,0,74.32,85.41,41,6491.76,8304.33
Sunrise Hotel,Jaipur,Standard,Low,Wednesday,0,0,21.56,39.47,24,2422.48,1874.92
Grand Palace,Mumbai,Standard,High,Thursday,0,0,35.83,55.57,88,8353.03,7800.26
City View,Hyderabad,Standard,Peak,Friday,0,0,38.49,55.99,52,7075.35,8168.86
Royal Residency,Hyderabad,Standard,Shoulder,Tuesday,0,0,55.8,55.86,7,4323.47,4816.04
City View,Jaipur,Deluxe,High,Saturday,0,1,74.53,80.2,115,8605.92,10378.38
Royal Residency,Bengaluru,Standard,Shoulder,Thursday,0,0,10.0,29.36,59,4095.96,3177.08
Lakeside Inn,Jaipur,Deluxe,Peak,Friday,0,0,34.2,42.7,40,7760.67,9495.5
The Meridian,Hyderabad,Standard,Low,Monday,0,0,43.14,50.81,34,5948.58,4579.37
Lakeside Inn,Mumbai,Standard,High,Tuesday,0,0,48.11,70.41,23,5875.18,6805.15
Sunrise Hotel,Hyderabad,Standard,Low,Thursday,0,0,21.67,31.18,60,3201.0,2101.15
City View,Mumbai,Suite,High,Monday,0,0,51.33,46.37,19,10001.85,12046.42
Sunrise Hotel,Delhi,Standard,Low,Saturday,1,1,63.28,72.18,13,4906.99,5897.62
The Meridian,Goa,Suite,Low,Tuesday,0,0,53.22,70.99,44,11586.9,13632.55
Royal Residency,Hyderabad,Standard,Shoulder,Wednesday,0,0,29.34,38.07,17,4676.04,3495.43
The Meridian,Jaipur,Suite,Peak,Monday,0,0,47.48,60.69,20,13765.31,16378.28
Grand Palace,Delhi,Standard,Low,Friday,0,0,43.15,49.18,64,5638.12,4988.25
The Meridian,Goa,Deluxe,Low,Sunday,0,1,38.1,63.89,53,9537.97,9803.78
Grand Palace,Jaipur,Deluxe,High,Thursday,0,0,40.78,57.9,19,8478.05,10030.04
The Meridian,Bengaluru,Executive,Shoulder,Tuesday,0,0,70.5,73.35,108,10087.03,11271.78
Grand Palace,Jaipur,Standard,Peak,Monday,0,0,69.49,85.62,40,9167.7,10056.38
City View,Mumbai,Standard,Low,Wednesday,0,0,24.02,39.66,26,3583.0,2607.83
Sunrise Hotel,Mumbai,Standard,High,Sunday,0,1,33.49,50.71,23,6031.87,6232.11
Sunrise Hotel,Bengaluru,Suite,Low,Thursday,0,0,59.26,63.47,19,9206.09,11010.48
Lakeside Inn,Delhi,Deluxe,Low,Thursday,0,0,45.41,61.69,53,5140.59,5313.93
Sunrise Hotel,Goa,Suite,High,Monday,1,0,59.85,66.76,21,11499.11,14060.59
Royal Residency,Jaipur,Standard,High,Wednesday,0,0,49.42,67.91,34,6546.79,6792.73
The Meridian,Mumbai,Standard,High,Saturday,0,1,46.83,70.89,33,9570.66,10404.41
Lakeside Inn,Delhi,Standard,Shoulder,Sunday,0,1,53.52,62.29,20,4081.58,4305.0
Royal Residency,Bengaluru,Executive,Shoulder,Saturday,1,1,38.92,48.65,21,8213.09,9786.28
Royal Residency,Hyderabad,Deluxe,Shoulder,Tuesday,0,0,30.35,28.65,13,6081.97,6223.72
Grand Palace,Mumbai,Executive,Peak,Monday,0,0,78.01,84.35,61,12308.77,15720.67
Sunrise Hotel,Bengaluru,Standard,Shoulder,Sunday,0,1,52.28,68.13,48,5454.8,5851.88
City View,Jaipur,Deluxe,Shoulder,Tuesday,0,0,34.76,38.13,33,4514.11,4971.9
City View,Goa,Deluxe,Shoulder,Saturday,0,1,32.61,44.51,18,7636.79,8536.76
Lakeside Inn,Mumbai,Standard,High,Sunday,0,1,79.37,89.07,54,7209.96,7743.14
City View,Mumbai,Suite,Shoulder,Thursday,0,0,31.02,34.99,50,8298.66,9665.26
The Meridian,Jaipur,Executive,Peak,Tuesday,1,0,60.82,81.78,77,13427.5,15564.38
City View,Hyderabad,Executive,Shoulder,Wednesday,0,0,29.0,44.0,56,6541.74,7239.03
Lakeside Inn,Delhi,Deluxe,Peak,Friday,0,0,45.71,52.46,17,8005.59,10218.73
City View,Goa,Standard,Low,Saturday,0,1,58.93,57.69,24,5467.85,5436.35
The Meridian,Mumbai,Standard,High,Saturday,1,1,76.52,82.32,80,10065.4,11258.67
Grand Palace,Goa,Executive,Peak,Wednesday,0,0,54.56,78.04,14,13176.24,15083.83
Lakeside Inn,Mumbai,Standard,Low,Sunday,0,1,38.54,57.22,45,4622.46,3833.7
Grand Palace,Goa,Deluxe,Peak,Sunday,0,1,75.1,100.0,56,12804.32,15249.21
Grand Palace,Bengaluru,Deluxe,Shoulder,Sunday,0,1,52.47,71.26,55,9066.8,9271.8
Grand Palace,Mumbai,Deluxe,Peak,Tuesday,0,0,42.14,73.54,15,10506.81,12261.02
Royal Residency,Goa,Executive,High,Monday,0,0,61.06,64.82,33,10367.97,11301.28
Sunrise Hotel,Delhi,Standard,Shoulder,Thursday,0,0,52.59,69.69,14,5235.44,5428.38
Royal Residency,Bengaluru,Standard,Low,Friday,0,0,51.43,57.08,24,4944.21,5029.91
Sunrise Hotel,Bengaluru,Standard,Shoulder,Monday,0,0,19.63,27.79,35,3421.09,1888.8
Grand Palace,Delhi,Standard,Low,Monday,0,0,47.56,58.29,58,5305.41,4692.32
Lakeside Inn,Goa,Standard,Low,Wednesday,0,0,44.32,62.4,53,4716.42,3834.77
Sunrise Hotel,Jaipur,Standard,Low,Tuesday,0,0,55.19,67.65,39,3427.66,3784.59
The Meridian,Delhi,Suite,Shoulder,Saturday,0,1,31.78,49.38,32,12495.66,13727.43
The Meridian,Goa,Executive,High,Saturday,0,1,54.2,66.36,40,13286.76,14645.88
City View,Delhi,Standard,Low,Wednesday,0,0,40.66,31.81,44,2636.82,2711.22
Sunrise Hotel,Delhi,Standard,Low,Tuesday,0,0,45.64,49.31,29,3269.92,3572.62
Lakeside Inn,Mumbai,Executive,High,Wednesday,0,0,62.98,73.26,2,9413.81,10963.58
Royal Residency,Goa,Standard,Low,Saturday,0,1,26.01,47.81,23,6046.85,5616.26
Grand Palace,Jaipur,Standard,Low,Monday,0,0,40.94,43.01,35,4477.89,3538.53
City View,Mumbai,Standard,Low,Thursday,1,0,26.53,24.25,55,3555.56,2189.4
The Meridian,Delhi,Deluxe,Peak,Sunday,0,1,84.68,100.0,24,13346.55,16025.74
Royal Residency,Hyderabad,Standard,High,Tuesday,0,0,35.84,41.09,22,5723.33,5314.92
Royal Residency,Delhi,Executive,Shoulder,Friday,0,0,39.8,50.25,4,7668.4,9398.98
Grand Palace,Delhi,Standard,High,Friday,1,0,67.45,74.34,37,7485.14,9030.99
Sunrise Hotel,Goa,Deluxe,Shoulder,Monday,0,0,51.4,45.64,37,6907.62,7474.56
The Meridian,Goa,Standard,High,Wednesday,0,0,55.76,63.96,12,10119.1,10055.16
Lakeside Inn,Mumbai,Deluxe,High,Wednesday,0,0,30.33,48.84,53,6991.82,7953.71
Royal Residency,Jaipur,Deluxe,High,Saturday,0,1,47.14,68.41,35,9007.65,9999.91
Grand Palace,Mumbai,Suite,Shoulder,Monday,0,0,55.29,58.57,14,11002.35,13102.72
Lakeside Inn,Bengaluru,Suite,Low,Saturday,0,1,49.99,72.71,26,9006.28,11086.66
Sunrise Hotel,Delhi,Deluxe,Shoulder,Saturday,0,1,42.28,49.11,32,7127.63,8239.82
The Meridian,Hyderabad,Executive,Peak,Friday,0,0,38.49,51.15,18,12146.68,14224.89
Sunrise Hotel,Delhi,Suite,High,Saturday,0,1,40.2,62.1,75,11685.9,13679.8
Royal Residency,Delhi,Suite,High,Sunday,0,1,89.45,98.94,21,11937.76,15495.71
Lakeside Inn,Mumbai,Standard,Peak,Saturday,0,1,66.87,72.93,8,9243.87,10501.34
Lakeside Inn,Hyderabad,Standard,Low,Friday,0,0,22.23,43.64,13,2936.75,3054.62
Lakeside Inn,Hyderabad,Standard,High,Sunday,0,1,80.93,92.82,42,6583.46,7384.03
Royal Residency,Hyderabad,Deluxe,High,Wednesday,0,0,48.96,55.62,53,7699.02,8675.67
Royal Residency,Mumbai,Standard,Peak,Tuesday,0,0,66.33,70.68,42,7988.49,9431.71
Sunrise Hotel,Delhi,Standard,Peak,Thursday,0,0,70.65,84.12,52,8369.27,8639.87
